customer_id,username,feedback_category,sentiment,complaint_intensity,raw_text
f75de330d2d6,Amine Ftaari,pricing,neutral,1,واش كاين عرض*6 20درهم ؟؟
588b816ac6b6,Aicha Aicha,service_quality,neutral,2,امتى غادي ترجعو لينا العرض *6 ديال 30 درهم؟
91e04f8f2d22,Fatim EL,pricing,negative,3,رجعو لنا لعرض 30dh*6
e2d4659e4581,ال ال,pricing,neutral,1,وش كين العرض*6 30 درهم حالياً
4cb0639fade3,زهير الادريسي,pricing,neutral,1,وش كين العرض*6 30 درهم حالياً
37f517d7c1df,Fātîma ZaHra,pricing,negative,4,رودو لينا العرض *6 راك عيقتو
5e37d2216c4c,Amin Ab Ab,service_quality,neutral,1,عرض 20dh نجمة 6 للامحدود واش كاينة
62a25d5c7f02,التــو لـيــب,pricing,neutral,2,ايمتى اترجعو عرض *6 30 درهم ؟
6db71d93f9e8,Abdrahim Amimi,service_quality,neutral,1,واش كاين عرض 20 درهم نجمة 6
b27d65bc9db0,Salou Salwa,pricing,neutral,1,واش كين عرض 30 درهم نجمة 5
9f66eb903253,سيمو محمد,service_quality,neutral,1,6*///30//30
d1dff6ac73da,Maryam Maryam,service_quality,positive,2,رجعو ووووووو لين العرض *6
92b9b658ad28,Jawad Saddik,pricing,negative,4,رجعو 30درهم *6. ماعندنة مانديرو بهاد تخربيق ديالكم
94bbff15eb54,Haffsa Hafsa,service_quality,neutral,1,وشي كاين العرض ديال نجمة 6
dd2c0b76cab7,Gharib Lhayat,service_quality,negative,3,Chafti ga3 had l3orod li darto walah makhadam bihom m3ana rado *6 tkhadmo m3ana matradohach walah mandira ana kono haynyan
cee463cc08c7,Mimoun El,pricing,neutral,1,30 درهم * 6
d63b62d5f514,ڊڪسټر أجـمـي,service_quality,neutral,1,خـاصاني كونيكسيون
acc4a96aab31,Assiya HN,service_quality,neutral,2,1Go علاش مصيفطتوهاش
c70bfe42e578,وَعَجِلْتُ إلَيكَ رَبِّ لِتَرضىٰ,pricing,neutral,1,واش كاين العرض ديل *6 20 درهم
f8a798545c06,Kim Kawtar,service_quality,neutral,1,إيمتا غادي يسالي عرض *6 20 درهم
77dcdac8ff83,Brüñęttė Gìrl Ñāẞîrå Gráñdfäthëh,service_quality,neutral,1,واش كين عرض 20 نجمة 6
d110d6231882,M'elle Aménà Toubii,service_quality,neutral,1,واش كاين العرض ديال 6*ديال 20
1410579b1264,Mohamed Lahlali,pricing,neutral,1,واش كين عرض 20 درهم نجمة 6 لا محدود
d542dba00cc0,غفرانك ياربي,pricing,neutral,2,لي عندو 20 درهم
567ad250e6d4,Khaoula Khaoula,pricing,negative,3,رجعو لينا 30درهم*6
18676aa01882,Zone Euro,pricing,negative,3,رجعو لينا 30درهم*6
ece1fb837e89,Idriss Outouda,pricing,negative,3,رجعو لينا 30درهم *6
20ab823cfc32,Sami Karim,service_quality,negative,4,وا فين الجيغا لي قلتو لينا البيت تماركا والماتش سالا وشي جيغا ماشفناها يالكذابا
8d4065988b02,يحيى يحيى,service_quality,neutral,1,وا فيناهيا جيغا
2e36060d8237,Abdo Abdo,service_quality,negative,3,فين هي جيغا موصلنا والو
96b443f5953b,الفتاة المتفائلة,service_quality,neutral,1,واش كاين عرض 20درهم *6لكيدي 15يوم
e4a04be0e6ac,رقية رقية,service_quality,neutral,1,السلام عليكم واش كاين عرض 20. درهم 15. يوم
55b03bd40bef,Code Code,service_quality,neutral,2,وصيفطو لينا 1G ولا ماعندكم كلمة
6ae99231e490,Ayuob Vida,pricing,negative,3,رجعو نجمة 6 30 درهم
0bfe3f8fea6a,Rokaya Darouiche,service_quality,neutral,1,كاين عرض 20درهم * 6
4c1a8fed38f7,وفـــــاء الـــــحـــــجـــــري,service_quality,neutral,1,واش متوفر لعرض نجمة*6..30درهم
3a7874f2924b,Omar EL,pricing,negative,2,عرض *6. 30درهم غيرج
0d90e492fae0,Zakaria Essebbae Zakaria,service_quality,negative,3,Internet mauvais
44d77b4a0c1b,Lahcen El,service_quality,neutral,1,واش عرض نجمة 6 أرونج 50 درهم فيه حتا تيك توك ولا لا
8600000ec895,ألْقُرْآنْ رَبيعَ قَلْبي,service_quality,neutral,2,العيد هو نهار ترجعو لينا العرض*6
64e57854f152,سندس سندس,service_quality,neutral,1,فقاش ترجع نجمة 6
e4a04be0e6ac,رقية رقية,pricing,neutral,2,السلام عليكم. واش كين. لعرض نجمة. 6. 30. درهم ٱرونج
d8b1ccca6020,Abdllah Baha,service_quality,neutral,1,وطلقو الناس *6 اشمن عيد الشغل والا عيد اللفت
9f93c9cbfc70,Najwa Farji,service_quality,positive,1,سعيد عندكم غير نتوما لبغيتونا نكونو سعداء طلقو لعرض نجمة 6
ee0b3cc0a6de,El Elmassoudi Boujamaa,service_quality,positive,1,عيد الشغل كاين غير عندكم نتما ..
557e3cea3294,ام آية وآسية,service_quality,neutral,1,ماش شغلنا ف عيد شغل حيت ما عندنا تا شغل شغلنا دابة هو ترجعو لينا *6
a682493ea6f0,Thee Saoudi,customer_support,negative,4,الشباب شي نمرة فين نعيط لهد أبناء الرائعة درت 500 درهم تعبئة مدوراتش 7 أيام
d1a640a34482,Mariya Mariya,service_quality,negative,3,عطيوني رقم للتواصل مع تكنيسيان راه الويفي مشا لينا من البارح او مخلص
5b312cb201d1,الرحمان اية,pricing,neutral,1,بغينا *6 30dh امتى ترجع
b1c452a136a9,Kamal Saber,pricing,neutral,1,واش كاين عرض *6 20 درهم لامحدود ؟
a3fc51b4fd62,Amal Amal Amal,pricing,neutral,1,عرض 30dh نجمة 6
568bcfd28deb,Na Bila Rca,service_quality,neutral,1,كيفاش نخدها
3691f6896801,Soufiane Lotfi,service_quality,neutral,2,Hna bghina*6 makaynax orange
91fb60a9990f,Ouchene Hassan,pricing,neutral,1,Wax kyna *6 20 dh
4ed776e9e701,Mohamade Bel,service_quality,neutral,1,ولكن حتا لجمعة
7ced6458fb5e,Wiam Tribak,service_quality,neutral,1,كيف أستفيد من الهدية الإستثنائية
4c23db3d4f9a,Øù Ssamâ BA,pricing,positive,1,كاين العرض 20dh
807c48d2c625,لحظات آمال,pricing,negative,3,هي إلا رجعتو لنا نجمة 6 30 درهم
33ff77662343,RiHame Wijdane,pricing,negative,4,عمي اورنج طلق لينا 30 درهم *6
e2b94b57412a,متوكل على الله,service_quality,neutral,1,بغينا العرض ديال نجمة 6 الشهر الامحدود ب 30 درهم الله يرحم لكم الوالدين
af3caf2afdcd,مانشستر ستي الرجاء,pricing,neutral,1,العيد عند المغاربة هو فاش ترجعو العرض ديال 30 درهم *6
8f5329c2ae9c,Tatbirt Nsous,pricing,neutral,1,bghina 30dh *6
bc007efa3ff7,حمدلله كولشي فيد الله,pricing,negative,2,هي إلا رجعتو لنا نجمة 6 30 درهم
a7c235e07ad9,أحمد نبيل,pricing,negative,4,مللي كاتشارجوا 50 درهم مشات 30 درهم إلى الأبد لأن السوق يتحكم فيه العرض والطلب
b1c452a136a9,Kamal Saber,service_quality,neutral,1,واش كاين عرض *6 20 درهم لامحدود ؟
e73708a055b5,Marewne Bene,service_quality,neutral,1,واش كين نجم 6 ديال أرونج 20درهم وإيمتى غادي تسالي
bf9a4679bf5a,Layla Lh,pricing,negative,3,رجعو لينا 30درهم
2620a290b199,Mustapha Lahmidi,service_quality,neutral,1,واش كاين عرض نجمة 6
af3caf2afdcd,مانشستر ستي الرجاء,service_quality,neutral,1,فقاش غدي يرجعو العرض *6 30 درهم اللامحدود لمدة شهر على مواقع التواصل الاجتماعي
f2f14ac42470,بت مباشرة,service_quality,neutral,1,فقاش غدي يرجعو العرض *6 30 درهم اللامحدود لمدة شهر على مواقع التواصل الاجتماعي
25d6a5bc1dfb,Pretty Pretty,service_quality,neutral,1,كين عرض *6 20 درهم
95c9a179fb2b,Adam All,pricing,negative,3,واكن تقدر تصاليها قبل شهر لا رجعوا لينا نجمة 6 ب 30درهم
30a6cbcb0d2a,Lmsli Pro Max,pricing,negative,4,ضلم هدي شرجيت 50 درهم *6 تسلات فيمين
8d78af4540c6,Aya Ìman,service_quality,neutral,1,بغيت ترجع نجمة 6لامحدود
588b816ac6b6,Aicha Aicha,service_quality,neutral,2,امتى غادي ترجعو لينا العرض *6 ديال 30 درهم؟
c0ad80110df6,Faouzi Aouryagel,service_quality,negative,2,فخبارك مبقيتش كن عمر تعبئه
96964db3a783,Hamid Spechl,service_quality,negative,4,الله ينعل بوها كونيكسيون عندكم الفقصة والأعصاب والسكر كنخلصو الفلوس هكاك باطل حادكين غير فالاشهارات الخاوية
0dc493ff60e0,Ain Chok,service_quality,negative,3,والله يخد فيكم لحق فين هيا 1 جيغا
0dc493ff60e0,Ain Chok,service_quality,neutral,2,لمذا لم تعطونا 1 جيغا
abd56beb666f,عقلي هارب,service_quality,neutral,1,واش كاين العرض نتاع 20 درهم نجمة 6
ef4ca3a1c05b,عبدالرحيم جلالي,service_quality,neutral,1,واش اللامحدود 20 درهم نجمة 6 فيها 15 اليوم واش كاين هاد العرض
e819425d08fb,ام افنان,service_quality,neutral,1,واش كاين لعرض 6*20
90f70275578e,Ben Bilal,pricing,neutral,1,واش كاينة 30 درهم اللامحدود
