customer_id,feedback_category,sentiment,complaint_intensity,raw_text
af3caf2afdcd,service_quality,neutral,1,العيد عند المغاربة هو فاش ترجعو العرض ديال 30 درهم *6
8f5329c2ae9c,pricing,neutral,2,bghina 30dh *6
bc007efa3ff7,pricing,negative,3,هي إلا رجعتو لنا نجمة 6 30 درهم
a7c235e07ad9,pricing,negative,3,مللي كاتشارجوا 50 درهم مشات 30 درهم إلى الأبد لأن السوق يتحكم فيه العرض والطلب
b1c452a136a9,pricing,neutral,1,واش كاين عرض *6 20 درهم لامحدود ؟
e73708a055b5,service_quality,neutral,1,واش كين نجم 6 ديال أرونج 20درهم وإيمتى غادي تسالي
bf9a4679bf5a,pricing,negative,3,رجعو لينا 30درهم
2620a290b199,service_quality,neutral,1,واش كاين عرض نجمة 6
af3caf2afdcd,service_quality,neutral,1,فقاش غدي يرجعو العرض *6 30 درهم اللامحدود لمدة شهر على مواقع التواصل الاجتماعي
f2f14ac42470,service_quality,neutral,1,فقاش غدي يرجعو العرض *6 30 درهم اللامحدود لمدة شهر على مواقع التواصل الاجتماعي
25d6a5bc1dfb,pricing,positive,1,كين عرض *6 20 درهم
95c9a179fb2b,pricing,negative,3,واكن تقدر تصاليها قبل شهر لا رجعوا لينا نجمة 6 ب 30درهم
30a6cbcb0d2a,pricing,negative,4,ضلم هدي شرجيت 50 درهم *6 تسلات فيمين
8d78af4540c6,service_quality,positive,1,بغيت ترجع نجمة 6لامحدود
588b816ac6b6,service_quality,neutral,2,امتى غادي ترجعو لينا العرض *6 ديال 30 درهم؟
c0ad80110df6,service_quality,negative,2,فخبارك مبقيتش كن عمر تعبئه
96964db3a783,service_quality,negative,4,الله ينعل بوها كونيكسيون عندكم الفقصة والأعصاب والسكر كنخلصو الفلوس هكاك باطل حادكين غير فالاشهارات الخاوية
0dc493ff60e0,service_quality,negative,3,والله يخد فيكم لحق فين هيا 1 جيغا
0dc493ff60e0,service_quality,neutral,2,لمذا لم تعطونا 1 جيغا
abd56beb666f,service_quality,neutral,1,واش كاين العرض نتاع 20 درهم نجمة 6
ef4ca3a1c05b,service_quality,neutral,1,واش اللامحدود 20 درهم نجمة 6 فيها 15 اليوم واش كاين هاد العرض
e819425d08fb,service_quality,neutral,1,واش كاين لعرض 6*20
90f70275578e,pricing,neutral,1,واش كاينة 30 درهم اللامحدود
